,presupuesto,acciones,estado,valor,pred,dif
2017-01-03,100000,0,0,38.93,39.825462,
2017-01-04,100000,0,0,39.66,39.420967,-1.0
2017-01-05,28.639999999997812,2566.0,1,38.96,37.777317,1.0
2017-01-06,28.639999999997812,2566.0,0,38.62,39.65047,1.0
2017-01-09,28.639999999997812,2566.0,0,38.45,41.434235,0.0
2017-01-10,98460.4,0,-1,38.36,40.5386,-1.0
2017-01-11,98460.4,0,0,39.0,39.10785,0.0
2017-01-12,98460.4,0,0,38.52,39.24985,0.0
2017-01-13,98460.4,0,0,38.81,39.227722,0.0
2017-01-17,98460.4,0,0,37.8,38.791035,0.0
2017-01-18,98460.4,0,0,37.95,38.236362,0.0
2017-01-19,98460.4,0,0,37.91,37.23776,0.0
2017-01-20,98460.4,0,0,39.18,37.655144,0.0
2017-01-23,98460.4,0,0,39.33,37.200417,0.0
2017-01-24,98460.4,0,0,39.58,38.20799,0.0
2017-01-25,98460.4,0,0,39.67,39.169308,0.0
2017-01-26,98460.4,0,0,39.25,39.301445,0.0
2017-01-27,98460.4,0,0,39.47,38.83498,0.0
2017-01-30,98460.4,0,0,37.87,39.129807,0.0
2017-01-31,98460.4,0,0,38.52,39.195015,-1.0
2017-02-01,98460.4,0,0,38.15,37.863235,0.0
2017-02-02,98460.4,0,0,38.26,38.58577,0.0
2017-02-03,98460.4,0,0,39.1,37.851402,0.0
2017-02-06,98460.4,0,0,36.97,38.86211,0.0
2017-02-07,98460.4,0,0,36.95,39.108356,-1.0
2017-02-08,98460.4,0,0,35.38,37.486458,0.0
2017-02-09,98460.4,0,0,32.57,37.342926,-1.0
2017-02-10,98460.4,0,0,33.97,35.708656,-1.0
2017-02-13,98460.4,0,0,34.13,33.541374,0.0
2017-02-14,98460.4,0,0,33.76,33.651436,0.0
2017-02-15,98460.4,0,0,34.0,34.427563,0.0
2017-02-16,98460.4,0,0,33.67,33.903915,0.0
2017-02-17,98460.4,0,0,33.15,34.273148,0.0
2017-02-21,98460.4,0,0,31.71,33.466217,0.0
2017-02-22,98460.4,0,0,30.89,32.71956,-1.0
2017-02-23,98460.4,0,0,30.86,31.511185,0.0
2017-02-24,98460.4,0,0,30.49,30.646454,0.0
2017-02-27,98460.4,0,0,28.69,30.783367,0.0
2017-02-28,98460.4,0,0,27.08,30.678307,0.0
2017-03-01,98460.4,0,0,27.3,29.849977,-1.0
2017-03-02,98460.4,0,0,27.1,27.93759,0.0
2017-03-03,98460.4,0,0,25.81,27.6204,0.0
2017-03-06,98460.4,0,0,26.51,27.2396,-1.0
2017-03-07,98460.4,0,0,26.42,25.845516,0.0
2017-03-08,98460.4,0,0,26.34,26.52538,0.0
2017-03-09,98460.4,0,0,26.22,26.59026,0.0
2017-03-10,19.49999999999152,3743.0,1,26.3,26.76902,1.0
2017-03-13,19.49999999999152,3743.0,0,25.98,27.68509,0.0
2017-03-14,19.49999999999152,3743.0,0,25.62,27.274128,0.0
2017-03-15,19.49999999999152,3743.0,0,25.89,26.457417,0.0
2017-03-16,19.49999999999152,3743.0,0,26.27,26.433384,0.0
